camis,dba,boro,cuisine_description,building,street,zipcode,grade
41645410,L AND Z BAKERY,Brooklyn,Bakery Products/Desserts,2472,86 STREET,11214.0,C
50138181,LEGOUTER KITCHEN,Brooklyn,Caribbean,1709,NOSTRAND AVENUE,11226.0,A
50125950,5 ESTRELLAS BAKERY AND RESTAURANT,Manhattan,Spanish,3451,BROADWAY,10031.0,A
50107521,WILLOW,Manhattan,Vegan,199,8 AVENUE,10011.0,A
50098711,PHO BEST III,Queens,Southeast Asian,83-02,BROADWAY,11373.0,A
50005984,LA NONNA RISTORANTE & BAR,Brooklyn,Italian,184,KENT AVENUE,11249.0,A
41647571,PEKING GARDEN,Manhattan,Chinese,3163,BROADWAY,10027.0,A
41703865,SAFFRON,Queens,Indian,44-04,BROADWAY,11103.0,A
50094598,DA ANDREA,Manhattan,Italian,35,WEST   13 STREET,10011.0,A
41244008,THE STONEWALL INN,Manhattan,American,53,CHRISTOPHER STREET,10014.0,A
50131495,KETCHY SHUBY,Manhattan,New American,406,BROOME STREET,10013.0,A
50043741,MY GRILL BAR,Brooklyn,Jewish/Kosher,1022,AVENUE P,11223.0,A
50034179,XIME RESTAURANT,Bronx,Mexican,448,EAST  138 STREET,10454.0,A
50150460,KUNG FU TEA,Brooklyn,Coffee/Tea,2300,86 STREET,11214.0,A
50121035,787 COFFEE,Bronx,Coffee/Tea,2430,3 AVENUE,10454.0,A
41260669,MATTEO'S OF HOWARD BEACH,Queens,Italian,92-10,SHORE PARKWAY,11414.0,A
50159184,CHICK-FIL-A AT 2276 BARTOW AVENUE,Bronx,American,2276,BARTOW AVENUE,10475.0,A
50082144,JIAN BING MAN,Manhattan,Chinese/Cuban,11,WEST   32 STREET,10001.0,A
40513416,BURGER KING,Staten Island,Hamburgers,950,JEWETT AVENUE,10314.0,A
50056793,ASIAN KABAB & CURRY,Brooklyn,Indian,496,CRESCENT STREET,11208.0,B
50118536,PARIS OVEN BAKERY,Queens,Bakery Products/Desserts,40-06,34 AVENUE,11101.0,B
50047192,TROPICAL GRILL RESTAURANT,Manhattan,Latin American,2145-2151,ADAM CLAYTON POWEL BLVD,,A
50113252,PULLEY COFFEE BAR,Manhattan,Coffee/Tea,75,9 AVENUE,10011.0,B
50115692,ABIGAIL'S,Manhattan,Mexican,2672,BROADWAY,10025.0,A
50085711,LUCKY COMING,Bronx,Chinese,2387,WASHINGTON AVENUE,10458.0,A
50017969,LIOLA,Queens,Italian,15-01,149 STREET,11357.0,A
50014199,GNOCCHERIA BY LUZZO'S,Manhattan,Italian,234,EAST    4 STREET,10009.0,A
50134465,CHICKEN STOP,Brooklyn,Chicken,1274,FULTON STREET,11216.0,A
40729164,JULIUS',Manhattan,American,159,WEST   10 STREET,10014.0,A
50165345,POSH PIZZA,Queens,Jewish/Kosher,190-21,UNION TURNPIKE,11366.0,A
50044570,The STARLIGHT,Brooklyn,American,596,GRAND STREET,11211.0,A
50110456,TAQUERIA RAMIREZ,Brooklyn,Mexican,94,FRANKLIN STREET,11222.0,A
50088430,CHICKEN SHACK,Bronx,Chicken,4011,EAST TREMONT AVENUE,10465.0,A
50138117,BOITHAK KHANA KITCHEN & SWEETS,Brooklyn,Bangladeshi,1102,LIBERTY AVENUE,11208.0,C
50054139,TWIST IT TOP IT,Queens,Frozen Desserts,66-02,FRESH POND ROAD,11385.0,A
50097887,DOMINO'S,Brooklyn,Pizza,1772A,RALPH AVENUE,11236.0,A
50132071,PIZZERIA LAS MARGARITA’S,Bronx,Pizza,3133,VILLA AVENUE,10468.0,A
50054132,FORDHAM POD EXPRESS AT KEATING HALL,Bronx,Coffee/Tea,441,EAST FORDHAM ROAD,10458.0,A
50069570,LA GOULUE,Manhattan,French,29,EAST   61 STREET,10065.0,A
50133247,FOCA CAFE,Queens,Mexican,98-09,37 AVENUE,11368.0,A
50140123,FRIED FRANK CATERING,Manhattan,American,1,NEW YORK PLAZA,10004.0,A
50130587,ST. FRANCIS COLLEGE,Brooklyn,American,179,LIVINGSTON STREET,11201.0,A
50057504,JOE COFFEE,Manhattan,Coffee/Tea,10,HUDSON YARDS,10001.0,A
50011343,EMPIRE TACO CHINA,Brooklyn,Tex-Mex,2807,CROPSEY AVENUE,11214.0,A
50081677,SALA THAI,Manhattan,Thai,307,AMSTERDAM AVENUE,10023.0,A
41539237,ENERGY FUEL,Queens,American,65-04,FRESH POND ROAD,11385.0,A
50131712,Highbridge Hotel Cafe,Bronx,Other,1263,EDWARD L GRANT HIGHWAY,10452.0,A
41004767,SUBWAY,Queens,Sandwiches,360305,31 STREET,,A
50079130,WARUDE,Brooklyn,Japanese,385,TOMPKINS AVENUE,11216.0,A
40821884,GINO'S OF KISSENA,Queens,Pizza,65-01,KISSENA BOULEVARD,11367.0,A
50093886,220 CENTRAL PARK SOUTH,Manhattan,American,220,CENTRAL PARK SOUTH,10019.0,A
40551807,DUNKIN' / BASKIN ROBBINS,Queens,Donuts,36-02,31 STREET,11106.0,A
50002191,ALADDIN HOOKAH LOUNGE,Queens,Middle Eastern,25-57,STEINWAY STREET,11103.0,A
41197215,AMC THEATRES,Manhattan,American,1992,BROADWAY,10023.0,A
50168302,PURA VIDA MIAMI,Manhattan,Californian,98,KENMARE STREET,10012.0,A
50093727,SOMEDAY,Brooklyn,American,364,ATLANTIC AVENUE,11217.0,A
40998586,TRUMP BAR,Manhattan,American,725,5 AVENUE,10022.0,A
41654352,COOLER RUNNINGS JAMAICAN RESTAURANT,Bronx,Caribbean,1802,NEREID AVENUE,10466.0,A
41614161,AMY RUTH'S,Manhattan,Soul Food,113,WEST  116 STREET,10026.0,A
50165585,FLAT OUT BURGER,Brooklyn,Hamburgers,199,MALCOLM X BOULEVARD,11221.0,A
50129364,VALDARI,Queens,Italian,214-26,41 AVENUE,11361.0,A
50072677,TASTE OF CHINA,Staten Island,Chinese,90,GUYON AVENUE,10306.0,B
50034388,SUBWAY,Queens,Sandwiches,75-23,31 AVENUE,11370.0,A
41486145,AMBER STEAKHOUSE,Brooklyn,Steakhouse,119,NASSAU AVENUE,11222.0,A
50110862,IHOP,Bronx,Pancakes/Waffles,247,EAST  149 STREET,10451.0,A
50114346,WILLIAMSBURG PIZZA,Brooklyn,Pizza,259,WYCKOFF AVENUE,11237.0,A
41341359,FRANKLIN PIZZA,Brooklyn,Pizza,109,FRANKLIN STREET,11222.0,B
41550291,TERRACE INN,Queens,American,20-05,FRANCIS LEWIS BOULEVARD,11357.0,A
50154144,THE DOZZY COFFEE,Brooklyn,American,390,METROPOLITAN AVENUE,11211.0,A
50117187,APNA PIND,Queens,Indian,118-16,ROCKAWAY BOULEVARD,11420.0,A
50161413,OFF GRIDS COMMON,Queens,Coffee/Tea,45-54,BELL BOULEVARD,11361.0,A
50101183,QUEEN,Brooklyn,Middle Eastern,247,STARR STREET,11237.0,C
50101388,CHICKEN INSIDER,Manhattan,Chicken,1752,2 AVENUE,10128.0,A
41156219,LA GULI PASTRY SHOP,Queens,Bakery Products/Desserts,29-15,DITMARS BOULEVARD,11105.0,A
41203218,DA NOI II,Staten Island,Italian,138142,FINGERBOARD ROAD,,A
50137253,PEPPA'S,Bronx,Caribbean,3634,WHITE PLAINS ROAD,10467.0,A
50159400,TZIKI,Manhattan,Greek,209,7 AVENUE,10011.0,A
50103964,RAS PLANT BASED,Brooklyn,Ethiopian,739,FRANKLIN AVENUE,11238.0,A
41333749,BRISAS DEL MAR RESTAURANT,Queens,Latin American,99-02,ROCKAWAY BEACH BOULEVARD,11694.0,A
50061164,BEER KARMA,Brooklyn,Bottled Beverages,470,UNION AVENUE,11211.0,A
50067913,SHAKE SHACK,Manhattan,Hamburgers,2957,BROADWAY,10025.0,A
41101900,STARBUCKS,Manhattan,Coffee/Tea,875,6 AVENUE,10001.0,A
41038085,SHAKE SHACK,Manhattan,Hamburgers,,MADISON SQUARE PARK,10010.0,A
50010393,MCDONALD'S,Manhattan,Hamburgers,608,WEST  207 STREET,10034.0,A
41604933,RYAN'S DAUGHTER CAFE,Manhattan,Irish,350,EAST   85 STREET,10028.0,A
50075296,ABOUT TIME SOUL FOOD,Queens,Soul Food,89-02,165 STREET,11432.0,A
50090976,NOM WAH,Manhattan,Chinese,10,KENMARE ST AKA 168 BOWERY,10012.0,A
50056312,PUNTO SABROSO BAKERY,Brooklyn,Bakery Products/Desserts,3449,FULTON STREET,11208.0,A
50095022,CHIPOTLE MEXICAN GRILL #3312,Queens,Mexican,31-73,STEINWAY STREET,11103.0,A
41252043,COBBLE HILL CINEMAS,Brooklyn,American,265,COURT STREET,11231.0,A
50177378,DEVOCION,Brooklyn,Coffee/Tea,148,GRAND STREET,11249.0,A
41254998,MORENA RESTAURANT,Bronx,Latin American,2151,JEROME AVENUE,10453.0,B
50165008,ICHI HIBACHI JAPANESE RESTAURANT,Bronx,Japanese,858,GERARD AVENUE,10451.0,A
50008319,POULETTE,Manhattan,Chicken,790,9 AVENUE,10019.0,A
50002484,ALKE CAFE,Manhattan,American,1838,ADAM CLAYTON POWELL JR BOULEVARD,,A
50077587,WYCKOFF RESTAURANT,Brooklyn,Mexican,250,WYCKOFF AVENUE,11237.0,B
40572960,RIO DE LA PLATA BAKERY,Queens,Bakery Products/Desserts,94-65,CORONA AVENUE,11373.0,A
50071593,EXCELLENT TASTE,Bronx,Chinese,4356,WHITE PLAINS ROAD,10466.0,B
50131004,UPTOP NEW YORK,Queens,Asian/Asian Fusion,75-32,BROADWAY,11373.0,A
41112530,ATRIUM CINEMAS,Staten Island,American,680,ARTHUR KILL ROAD,10308.0,A
50081419,CIAO CIAO,Brooklyn,Bottled Beverages,97,NORTH   10 STREET,11249.0,A
41617279,DUNKIN,Bronx,Donuts,2973,EAST TREMONT AVENUE,10461.0,A
50139286,SUNRISE EAST CHINESE,Brooklyn,Chinese,562,GRAND STREET,11211.0,A
50133722,PRANAM,Queens,Asian/Asian Fusion,45-15,28 AVENUE,11103.0,A
50118265,ANDA BOBA TEA/RED MANGO,Queens,Coffee/Tea,61-15,SPRINGFIELD BOULEVARD,11364.0,A
41087130,THE GYRO PROJECT,Manhattan,American,569,LEXINGTON AVENUE,10022.0,A
50085751,NYC VEGAN BISTRO,Brooklyn,Japanese,638,MANHATTAN AVENUE,11222.0,A
50065727,THE GRUMPY CAT,Brooklyn,American,480,62 STREET,11220.0,A
50075419,HASWELL GREEN'S,Manhattan,American,240,WEST   52 STREET,10019.0,A
50131066,SURAM,Manhattan,Japanese,483,10 AVENUE,10018.0,A
50111814,CAFFE VALENCIA,Brooklyn,Latin American,255,BERRY STREET,11249.0,A
50045255,PHO GRAND,Manhattan,Southeast Asian,277,GRAND STREET,10002.0,C
50075314,MARIO'S PIZZA,Queens,Pizza,149-29,GUY R BREWER BOULEVARD,11434.0,A
50134977,ZHONGZHONG NOODLES,Brooklyn,Chinese,154,ADELPHI STREET,11205.0,A
40599004,BOTANICA BAR,Manhattan,American,47,EAST HOUSTON STREET,10012.0,A
41140140,OHANA JAPANESE HIBACHI SEAFOOD & STEAK,Bronx,Japanese,500,CITY ISLAND AVENUE,10464.0,B
40368291,COLONNADE DINER,Staten Island,American,2001,HYLAN BOULEVARD,10306.0,A
41719348,GOLF MANHATTAN,Manhattan,American,108,WEST   39 STREET,10018.0,A
50125019,New Vision 104,Manhattan,"Juice, Smoothies, Fruit Salads",180,EAST  104 STREET,10029.0,A
41083266,SPARK'S DELI,Queens,Sandwiches,28-31,BORDEN AVENUE,11101.0,A
50114111,HANYANG CHICKEN,Queens,Chicken,150-29,NORTHERN BOULEVARD,11354.0,A
50101533,REMI43 FLOWER & COFFEE,Manhattan,Coffee/Tea,810,2 AVENUE,10017.0,A
50097136,TEDDYS F&B,Manhattan,American,2171,2 AVENUE,10029.0,A
50039710,FOREST PARK SNACK BAR,Queens,American,101,FOREST PARK DRIVE,11385.0,A
50153678,WONDER,Brooklyn,American,1029,FULTON STREET,11238.0,A
50087905,MI TIERRA,Queens,Latin American,149-15,JAMAICA AVENUE,11435.0,C
50129091,SUSHI GINZA,Brooklyn,Japanese,1845,NOSTRAND AVENUE,11226.0,A
50118360,NANA'S WONDERLAND,Queens,American,45-07,248 STREET,11362.0,A
41708001,CHECKERS,Bronx,Hamburgers,1203,JEROME AVENUE,10452.0,A
50149090,CHICK'N GO,Staten Island,Korean,2242,HYLAN BOULEVARD,10306.0,B
50057793,ORCHARD GROCER,Manhattan,Vegan,78,ORCHARD STREET,10002.0,A
50137125,MOLKAJETE,Brooklyn,Peruvian,782,4 AVENUE,11232.0,A
50127380,DO NOT DISTURB,Manhattan,New American,285,WEST   12 STREET,10014.0,A
50122117,SKYVIEW DINER,Bronx,American,2365,WESTCHESTER AVENUE,10462.0,A
50132197,FERN & AURORA DESSERT SHOP,Queens,Bakery Products/Desserts,39-02,LITTLE NECK PARKWAY,11363.0,A
50109444,VERY JUICE,Brooklyn,Jewish/Kosher,1815,AVENUE M,11230.0,A
50116546,NAMASTE,Queens,Indian,131-10,ROCKAWAY BOULEVARD,11420.0,A
50091776,CAFE D'AVIGNON,Manhattan,Bakery Products/Desserts,88,ESSEX STREET,10002.0,A
40703670,GHANDI CAFE,Manhattan,Indian,283,BLEECKER STREET,10014.0,A
50098945,DIOS PROVEEDOR BAKERY,Manhattan,Bakery Products/Desserts,1300,SAINT NICHOLAS AVENUE,10033.0,B
50153328,FATTOUSH,Manhattan,Mediterranean,221,1 AVENUE,10003.0,A
50058302,THE HEI TIKI,Queens,Hawaiian,34-20,BROADWAY,11106.0,A
50041579,PA-NASH EUROSOUL RESTAURANT & LOUNGE,Queens,Mediterranean,144-14,243 STREET,11422.0,A
41006765,DOS CAMINOS,Manhattan,Mexican,675,HUDSON STREET,10014.0,C
50113275,CHORUS KARAOKE LOUNGE,Manhattan,Other,25,WEST   32 STREET,10001.0,A
40513609,SKYLIGHT DINER,Manhattan,American,402,WEST   34 STREET,10001.0,A
41014566,STARBUCKS,Queens,Coffee/Tea,90-15,QUEENS BOULEVARD,11373.0,A
40928949,PARA TI COLOMBIA CON SABOR,Queens,Latin American,172-35,HILLSIDE AVENUE,11432.0,A
40687209,VIA QUADRONNO,Manhattan,Italian,25,EAST   73 STREET,10021.0,C
50115830,BZ GRILL,Queens,Greek,27-02,ASTORIA BOULEVARD,11102.0,A
50054374,BIARRITZ BAKERY,Bronx,Bakery Products/Desserts,1015,EAST  167 STREET,10459.0,A
41311297,DOCKS,Manhattan,Seafood,633,3 AVENUE,10017.0,A
50092067,JUSTINO'S,Manhattan,Pizza,881,10 AVENUE,10019.0,A
40651300,ELIA,Brooklyn,Greek,8611,3 AVENUE,11209.0,A
50077814,FAMOUS FAMIGLIA PIZZERIA,Manhattan,Pizza,686,8 AVENUE,10036.0,A
50178704,THE BBQ AND SPICY HOT POT HOUSE,Queens,Chinese,158-14,NORTHERN BOULEVARD,11358.0,A
50144952,EL ENCEBOLLADO DE VICTOR 2,Queens,Latin American,92-01,ROOSEVELT AVENUE,11372.0,B
50088194,DOWNTOWN YOGURT,Manhattan,Frozen Desserts,303,GREENWICH STREET,10013.0,A
40790187,FERRIS BOOTH COMMONS - ALFRED LERNER HALL,Manhattan,American,2920,BROADWAY,10027.0,A
50011009,JACQUELINE'S BAKERY RESTAURANT,Bronx,Bakery Products/Desserts,1579,WESTCHESTER AVENUE,10472.0,B
50151688,DUNKIN DONUTS,Brooklyn,Donuts,241A,ROCKAWAY PARKWAY,11212.0,A
50051704,LITTLE CANAL,Manhattan,American,26,CANAL STREET,10002.0,A
50011046,LA BELLA PIZZA EXPRESS,Brooklyn,Pizza,2178,86 STREET,11214.0,A
50107830,TACO EXPRESS,Queens,Tex-Mex,251-14,HILLSIDE AVENUE,11426.0,A
50044343,AYADA THAI RESTAURANT,Queens,Thai,77-08,WOODSIDE AVENUE,11373.0,C
50076191,JOLLIBEE,Manhattan,Chicken,609,8 AVENUE,10018.0,A
41153530,RED HOUSE KITCHEN,Queens,Chinese,71-47,YELLOWSTONE BOULEVARD,11375.0,A
50100520,AMAZING GRACE,Queens,Filipino,69-02,ROOSEVELT AVENUE,11377.0,A
50086844,GREAT EAST CHINESE CUISINE,Queens,Chinese,29-30A,UNION STREET,11354.0,A
50018095,BURGER KING,Queens,Hamburgers,37-12,JUNCTION BOULEVARD,11368.0,A
40372971,RACQUET & TENNIS CLUB,Manhattan,American,370,PARK AVENUE,10022.0,A
50168698,TAPPO,Manhattan,Pizza,32,EAST   21 STREET,10010.0,A
41322812,ROCKY'S PIZZERIA & RESTAURANT II,Manhattan,Pizza,607,2 AVENUE,10016.0,A
41302714,NEALTICAN'S CORNER,Brooklyn,Mexican,1225,FLUSHING AVENUE,11237.0,A
50101161,AURA,Brooklyn,Latin American,315,MESEROLE STREET,11206.0,A
50065915,LEVANTE,Queens,Italian,26-21,JACKSON AVENUE,11101.0,A
50054023,BOWL 360,Queens,American,98-18,ROCKAWAY BOULEVARD,11417.0,A
40365627,JAHN'S,Queens,American,81-04,37 AVENUE,11372.0,A
50000187,GRANDMA PIZZA,Manhattan,Pizza,2551,AMSTERDAM AVENUE,10033.0,C
41648187,EL NUEVO SANDY RESTAURANT,Manhattan,Latin American,2261,2 AVENUE,10035.0,C
50080892,DUNKIN,Manhattan,Donuts,25,WEST   43 STREET,10036.0,A
50126377,P.F. CHANG'S CHINA BISTRO,Manhattan,Chinese,113,UNIVERSITY PLACE,10003.0,A
41454233,TASTY BITES,Brooklyn,Caribbean,1456,ST JOHN'S PLACE,11213.0,A
40424780,MANNA ONE BAKERY,Manhattan,Bakery Products/Desserts,27,CATHERINE STREET,10038.0,A
50118988,MINO BRASSERIE,Manhattan,French,225,WEST   12 STREET,10011.0,A
41495492,DUNKIN',Brooklyn,Donuts,3015,MERMAID AVENUE,11224.0,A
50074795,MANHATTANVILLE COFFEE,Manhattan,Coffee/Tea,142,EDGECOMBE AVENUE,10030.0,A
50145700,HOLY SHNITZEL,Brooklyn,Jewish/Kosher,819,AVENUE U,11223.0,C
50124674,KAM SING ONE,Brooklyn,Chinese,1608,AVENUE H,11230.0,A
50110747,CHEF'S GARDEN,Queens,Chinese,80-09,164 STREET,11432.0,A
41658283,OPERA CAFE LOUNGE,Brooklyn,Turkish,2255,EMMONS AVENUE,11235.0,A
50160346,FOK NOODLES EXPRESS,Manhattan,Chinese,12,MOTT STREET,10013.0,A
41219536,BROOKLYN DINER,Manhattan,American,1500,BROADWAY,10036.0,A
50056704,LECHONERA EL FOGON,Bronx,Spanish,2641,BAINBRIDGE AVENUE,10458.0,A
41308512,DAMASCUS BREAD & BAKERY,Brooklyn,Mediterranean,195,ATLANTIC AVENUE,11201.0,A
41144476,BURGER KING,Brooklyn,Hamburgers,971,FLATBUSH AVENUE,11226.0,A
50133729,SUBWAY,Manhattan,Sandwiches,66,DELANCEY STREET,10002.0,A
50128630,NEW TANG'S RESTAURANT,Manhattan,Chinese,306,SAINT NICHOLAS AVENUE,10027.0,C
50143544,MA KIN,Queens,Thai,74-19,METROPOLITAN AVENUE,11379.0,A
50018356,BRICKTOWN BAGELS & CAFE,Queens,Bagels/Pretzels,51-06,VERNON BOULEVARD,11101.0,A
50101932,TAQUERIA EL MAGUEY,Brooklyn,Mexican,3917,4 AVENUE,11232.0,B
50145979,LEVAIN BAKERY,Manhattan,Bakery Products/Desserts,2,WEST   18 STREET,10011.0,A
40393563,GUN POST LANES SNACK BAR,Bronx,American,1215,EAST GUN HILL ROAD,10469.0,A
50080902,LIU YI SHOU HOTPOT,Queens,Chinese,136-76,39 AVENUE,11354.0,B
50091190,GOLDEN FOREST,Manhattan,Chinese,353,GRAND STREET,10002.0,A
50113279,ROSE LANE,Manhattan,American,36,CENTRAL PARK SOUTH,10019.0,A
41455844,BAKERY DE PARIS,Queens,Coffee/Tea,42-35,162 STREET,11358.0,A
50129843,CAFFE ARONNE,Manhattan,Coffee/Tea,976A,LEXINGTON AVENUE,10021.0,A
41632535,CROWN FRIED CHICKEN,Brooklyn,Chicken,456,SUTTER AVENUE,11212.0,A
50106105,LLOHI,Brooklyn,American,315,MESEROLE STREET,11206.0,A
41428706,GOOD FAMILY BAKERY,Brooklyn,Bakery Products/Desserts,1317,AVENUE U,11229.0,A
50104879,TRINI GIRL WEST INDIAN CUISINE,Brooklyn,Caribbean,628,NOSTRAND AVENUE,11216.0,A
50086791,MAX RESTAURANT,Manhattan,Italian,134,WEST BROADWAY,10013.0,A
50011758,LOS PRIMOS,Brooklyn,Caribbean,704,GRAND STREET,11211.0,C
50072133,JM CAKE BOUTIQUE,Brooklyn,Bakery Products/Desserts,7211,18 AVENUE,11204.0,A
50102985,TEA MAGIC,Manhattan,Coffee/Tea,2878,BROADWAY,10025.0,B
50167880,SILKY KITCHEN,Manhattan,Chinese,12,JOHN STREET,10038.0,A
41267527,LAST CALL,Queens,American,81-72,LEFFERTS BOULEVARD,11415.0,A
50094977,THE OASIS CAFE,Queens,Coffee/Tea,196-30,NORTHERN BOULEVARD,11358.0,B
50139059,XING FU TANG,Queens,Coffee/Tea,40-52,MAIN STREET,11354.0,A
50087902,OLE & STEEN,Manhattan,Scandinavian,873,BROADWAY,10003.0,B
50082996,NY FRESH PIZZA,Manhattan,Pizza,109B,LAFAYETTE STREET,10013.0,A
50159180,DUNKIN DONUTS,Bronx,Donuts,34,WEST BURNSIDE AVENUE,10453.0,A
50135407,7TH STREET BURGER,Manhattan,Hamburgers,80,NASSAU STREET,10038.0,A
50056626,BB.Q CHICKEN,Manhattan,Korean,25,WEST   32 STREET,10001.0,A
50126927,POLLY'S,Brooklyn,Sandwiches,766,CLASSON AVENUE,11238.0,A
50118559,LA PERLA DE ORIENTE,Queens,Spanish,204-01,JAMAICA AVENUE,11423.0,A
40720393,ANDREW'S DINER,Staten Island,American,4160,HYLAN BOULEVARD,10308.0,B
50132757,"BAKED BY LUIGI, NYC PIZZA",Manhattan,Pizza,221,EAST   23 STREET,10010.0,B
50002302,MANHATTAN ELITE,Manhattan,American,,CHELSEA PIERS,10011.0,A
50124689,KA WAH,Bronx,Chinese,3044,VALENTINE AVENUE,10458.0,B
50114353,QUESADILLAS DONA MATY,Manhattan,Mexican,158,EAST  116 STREET,10029.0,C
41072888,ROSELLA'S PIZZERIA,Manhattan,Pizza,164,WILLIAM STREET,10038.0,B
50154928,LA FLOR PIZZA,Brooklyn,Pizza,766,CLASSON AVENUE,11238.0,C
41577981,SUN HING RESTAURANT,Brooklyn,Chinese,1584,ST JOHN'S PLACE,11213.0,A
50144959,3 LITTLE PIGS CAFE,Queens,Coffee/Tea,42-18,BOWNE STREET,11355.0,B
50179762,PLAYA BOWLS,Manhattan,"Juice, Smoothies, Fruit Salads",334,1 AVENUE,10009.0,A
50127665,LOQMA CAFE,Brooklyn,Turkish,1509,VOORHIES AVENUE,11235.0,A
50075758,TACO BELL CANTINA,Bronx,Tex-Mex,880,RIVER AVENUE,10452.0,A
50088958,GOPCHANG STORY,Queens,Korean,160-18,NORTHERN BOULEVARD,11358.0,A
50142136,BRUNCH SPOT NYC,Queens,"Juice, Smoothies, Fruit Salads",60-13,MYRTLE AVENUE,11385.0,B
41314548,THINK COFFEE,Manhattan,Coffee/Tea,1,BLEECKER STREET,10012.0,A
50072907,MILK N' HONEY,Manhattan,Jewish/Kosher,12,EAST   46 STREET,10017.0,A
50006379,BETTER GOURMET HEALTH KITCHEN,Staten Island,American,400,FOREST AVENUE,10301.0,A
50131299,SUNSET RIDGE CAFE & GRILL,Brooklyn,American,475,60 STREET,11220.0,A
50133823,LIFESTYLE 1104 JUICE BAR,Bronx,"Juice, Smoothies, Fruit Salads",6,EAST  167 STREET,10452.0,A
50074855,JUST SALAD,Manhattan,Salads,2,EAST   39 STREET,10016.0,A
50173979,TOBY'S ESTATE COFFEE,Manhattan,Coffee/Tea,550,HUDSON STREET,10014.0,A
50138031,NY BAKERY & DESSERTS,Manhattan,Turkish,1580,BROADWAY,10036.0,B
50090233,CHAIKHANA 7:40,Queens,Jewish/Kosher,63-52,BOOTH STREET,11374.0,B
50115119,JANNAT ADEN RESTAURANT,Bronx,Middle Eastern,2620,AVENUE Z,,B
50016847,SAN GENNARO,Bronx,Italian,2329,ARTHUR AVENUE,10458.0,A
40882825,VERONA PIZZA,Brooklyn,Pizza,6113,20 AVENUE,11204.0,B
50108306,KFC,Brooklyn,Chicken,1556,MYRTLE AVENUE,11237.0,A
50000938,DONOVAN'S PUB,Queens,American,57-24,ROOSEVELT AVENUE,11377.0,B
50116591,FU LE DA PAI DANG,Queens,Chinese,44-14,KISSENA BOULEVARD,11355.0,B
50009731,BON CAFE ET RESTAURANT,Queens,Coffee/Tea,41-31,QUEENS BOULEVARD,11104.0,A
40936721,EL PAISA BAR,Queens,Latin American,87-05,NORTHERN BOULEVARD,11372.0,A
40373669,BUBO,Manhattan,Mediterranean,515,3 AVENUE,10016.0,A
50109259,EL ENCEBOLLADO DE ROSSY,Brooklyn,Spanish,238,WYCKOFF AVENUE,11237.0,B
50050214,CARNIVAL PALACE,Queens,Chinese,92-09,JAMAICA AVENUE,11421.0,A
41204508,CAFE CLUNY,Manhattan,French,284,WEST   12 STREET,10014.0,A
40890184,SNAFU,Manhattan,American,127,EAST   47 STREET,10017.0,A
50040952,WHITE SWAN BAKERY,Manhattan,Bakery Products/Desserts,88,EAST BROADWAY,10002.0,A
50115270,BELLYFUL RESTAURANT AND BAR,Brooklyn,Caribbean,2102,UTICA AVENUE,11234.0,A
50105461,THE ROGER'S GARDEN,Brooklyn,Caribbean,708,ROGERS AVENUE,11226.0,A
50067978,"WEIL, GOTSHAL, & MANGES",Manhattan,American,767,5 AVENUE,10153.0,A
41615012,VERONICA'S BAKERY,Staten Island,Mexican,906,POST AVENUE,10302.0,A
41011815,CASTRO'S,Brooklyn,Mexican,511,MYRTLE AVENUE,11205.0,A
50000038,BARAWINE,Manhattan,New American,27,WEST  120 STREET,10027.0,A
50171540,MOMO'S MAGIC KITCHEN,Manhattan,Fusion,2546,7 AVENUE,10039.0,A
50044617,MIGHTY QUINN'S BARBEQUE - FA8032 (CA8033),Manhattan,American,4,PENN PLAZA,10121.0,A
41013850,GOTHAM CITY BILLIARD CLUB,Brooklyn,American,9395,AVENUE U,,A
50163557,CORNER CAFE,Staten Island,Eastern European,628,MIDLAND AVENUE,10306.0,B
50139266,ADRIENNES,Queens,American,25,VAN BRUNT ROAD,11693.0,A
50137599,WERKSHOP,Brooklyn,Coffee/Tea,181,IRVING AVENUE,11237.0,A
50177018,CARVEL,Bronx,Frozen Desserts,3442,EAST TREMONT AVENUE,10465.0,A
50155488,THE GOOD FORK PUB,Brooklyn,New American,391,VAN BRUNT STREET,11231.0,A
41510846,218 RESTAURANT,Manhattan,Chinese,218220,GRAND STREET,,B
50009013,PARK ASIA RESTAURANT,Brooklyn,Chinese,801,66 STREET,11220.0,A
50033403,GUIZHOU MIAOJIA NOODLES,Queens,Chinese,136-55,ROOSEVELT AVENUE,11354.0,B
50137620,NEW KIKU II,Brooklyn,Fusion,766,NOSTRAND AVENUE,11216.0,A
41468815,DINOSAUR BAR-B-QUE,Manhattan,Barbecue,2276,12 AVENUE,10027.0,A
41524226,MIKEY BAGELS,Staten Island,American,7420,AMBOY ROAD,10307.0,A
41270891,WHISKEY TRADER,Manhattan,American,71,WEST   55 STREET,10019.0,A
50072544,GOOD TASTE CHINESE RESTAURANT,Manhattan,Chinese,3371,BROADWAY,10031.0,A
50005331,VIVID CABARET,Manhattan,American,61,WEST   37 STREET,10018.0,A
50002074,LA DEPORTIVA RESTAURANT,Queens,Latin American,146-05,34 AVENUE,11354.0,A
50139299,CORTO,Brooklyn,Coffee/Tea,262,HALSEY STREET,11216.0,A
50059256,THE PIZZA PARLOR,Staten Island,Pizza,6,SNEDEN AVENUE,10312.0,B
